"UniversityName","Apps","Top10perc","Top25perc","F.Undergrad","P.Undergrad","Outstate","Room.Board","Books","Personal","PhD","Terminal","S.F.Ratio","perc.alumni","Expend","Grad.Rate","public","private","selective","more_selective","non_selective","total_enrollment","col_white","mkt_white","dif_white","col_hispa","mkt_hispa","dif_hispa","col_black","mkt_black","dif_black","col_asian","mkt_asian","dif_asian","col_amind","mkt_amind","dif_amind","col_pacis","mkt_pacis","dif_pacis","col_twora","mkt_twora","dif_twora","Longitude location of institution","Latitude location of institution","Bachelor's degrees awarded","Master's degrees awarded","Doctor's degrese - research/scholarship awarded","SAT Math 75th percentile score","ACT Composite 75th percentile score","Tuition and fees, 2013-14","Total price for in-state students living on campus 2013-14","Total price for out-of-state students living on campus 2013-14","Graduation rate - Bachelor degree within 4 years, total","Graduation rate - Bachelor degree within 6 years, total","Percent of freshmen receiving any financial aid","Percent of freshmen receiving Pell grants","Endowment assets (year end) per FTE enrollment (FASB)","AcceptanceRate"
"Carnegie Mellon University",8728,60,89,4265,291,17900,5690,450,1250,86,93,9.2,31,24386,74,0,1,0,1,0,5931.33333333333,36.7880311111111,52.4858511111111,-15.6978181111111,7.44504911111111,18.6902144444444,-11.2451644444444,5.061607,13.8358366666667,-8.774229,26.2232255555556,4.63447088888889,21.5887566666667,0.152950622222222,0.920568611111111,-0.767618022222222,0.020843175,0.205424322222222,-0.1870468625,3.833850375,3.21255622222222,0.5185537375,-79.942914,40.444616,1374,2408,295,790,34,47642,62032,62032,74,88,70,13,75155,0.59589825847846
"Carroll College",1160,19,55,1357,737,12200,3880,480,930,74,81,17.8,25,7666,79,0,1,0,1,0,1372.66666666667,74.2240344444444,52.4858511111111,21.7381833333333,4.02045444444444,18.6902144444444,-14.6697622222222,0.678566466666667,13.8358366666667,-13.1572711111111,1.38218255555556,4.63447088888889,-3.25228844444444,1.14528818888889,0.920568611111111,0.224719633333333,0.2621201375,0.205424322222222,0.0542300875,1.6276868125,3.21255622222222,-1.6876094625,-112.04053,46.602202,262,0,0,610,26,27914,40918,40918,54,67,100,21,26941,0.854310344827586
"Carthage College",1616,20,43,1405,580,13125,3775,500,1300,74,89,15.9,22,7364,62,0,1,1,0,0,2844.88888888889,75.1681488888889,52.5518288888889,22.6163211111111,5.034448,17.9335566666667,-12.8991077777778,4.61705877777778,15.1943111111111,-10.5772513333333,1.72506266666667,4.24302644444444,-2.51796394444444,0.418567644444444,0.359902233333333,0.0586654111111111,0.163753325,0.0385144888888889,0.12432125,1.99830735,2.63574166666667,-0.7235963625,-87.820706,42.622893,550,22,0,610,27,34850,48050,48050,54,65,100,28,20588,0.883044554455445
"Case Western Reserve University",3877,71,93,3051,513,15700,4730,525,1460,95,95,2.9,29,19733,67,0,1,0,1,0,4549.11111111111,52.8579033333333,52.4858511111111,0.372053166666667,4.79991355555556,18.6902144444444,-13.8903011111111,4.60266666666667,13.8358366666667,-9.23316944444444,18.5706122222222,4.63447088888889,13.9361411111111,0.145866077777778,0.920568611111111,-0.774702566666667,0.0570228875,0.205424322222222,-0.1508671625,3.427613,3.21255622222222,0.1123166375,-81.605769,41.500812,898,1113,168,760,33,41800,57798,57798,65,80,88,20,186652,0.814031467629611
"Catholic University of America",1754,24,49,2159,211,13712,6408,526,1100,90,96,9.3,18,12751,75,0,1,0,1,0,3472.22222222222,63.6281933333333,52.4858511111111,11.1423437777778,10.4760827777778,18.6902144444444,-8.21413077777778,5.19559833333333,13.8358366666667,-8.64023766666667,3.16193033333333,4.63447088888889,-1.47254051111111,0.226827877777778,0.920568611111111,-0.693740766666667,0.0953754,0.205424322222222,-0.1125146375,3.225246875,3.21255622222222,-0.0900495625,-76.998961,38.935796,733,650,97,610,27,38526,56842,56842,62,69,95,11,45507,0.835233751425314
"Cedar Crest College",776,25,58,791,764,14340,5285,500,1000,58,83,11.7,39,10961,74,0,1,0,0,1,1389.88888888889,68.3473922222222,44.0171633333333,24.3302266666667,11.8903625555556,19.0162322222222,-7.12586944444444,9.22941066666667,18.5842055555556,-9.35479411111111,3.00834333333333,6.72474566666667,-3.71640233333333,0.355077711111111,0.303088122222222,0.0519896,0.168157025,0.0530231111111111,0.1136658125,1.317231975,2.73769955555556,-1.519082075,-75.519799,40.586695,313,70,0,530,24,33000,45021,45021,50,60,100,51,16877,0.782216494845361
"Centenary College of Louisiana",495,35,55,775,44,8950,3490,600,1900,86,92,11.3,25,9685,66,0,1,1,0,0,644.444444444444,70.2950977777778,52.0444133333333,18.2506866666667,5.81520511111111,10.6561667777778,-4.84096155555556,14.0651538888889,31.0551266666667,-16.98997,2.96944488888889,1.00180606666667,1.96763866666667,0.822494711111111,0.647481811111111,0.175013044444444,0.1862087,0.0812937444444444,0.1042551625,4.048570875,1.69050522222222,2.3080214125,-93.731518,32.483004,198,34,0,600,28,30740,44600,44600,49,59,100,37,163053,0.876767676767677
"Central College",1283,31,65,1355,40,10938,3660,650,600,76,90,13.5,29,8444,67,0,1,1,0,0,1358,89.2789166666667,82.3472977777778,6.93161833333333,3.22875633333333,5.69479233333333,-2.46603602222222,2.17391355555556,4.19221855555556,-2.018305,1.26577431111111,3.47743155555556,-2.21165712222222,0.270836655555556,0.332309188888889,-0.0614725111111111,0.12613915,0.0839713888888889,0.03760935,1.3015631125,2.08649855555556,-0.8783093,-92.918664,41.400236,342,0,0,620,26,30700,45151,45151,62,65,100,30,47002,0.867498051441933
"Centre College",1013,55,82,943,7,11850,4270,600,900,95,99,11.4,60,13118,74,0,1,0,1,0,1340.22222222222,81.8502844444444,52.4858511111111,29.3644344444444,3.06482166666667,18.6902144444444,-15.6253933333333,4.57998711111111,13.8358366666667,-9.25584888888889,3.21569722222222,4.63447088888889,-1.41877373333333,0.0887057222222222,0.920568611111111,-0.831862888888889,0.0536095625,0.205424322222222,-0.154280475,2.612129,3.21255622222222,-0.7031674625,-84.779175,37.645102,295,0,0,680,31,36020,48020,48020,80,82,97,15,171292,0.876604146100691
"Chapman University",959,23,48,1662,209,16624,5895,600,1100,72,80,12.8,6,12692,47,0,1,0,1,0,5748,59.2523355555556,52.4858511111111,6.76648622222222,13.424675,18.6902144444444,-5.26553733333333,1.76931777777778,13.8358366666667,-12.0665166666667,10.0292112222222,4.63447088888889,5.39474066666667,0.314612022222222,0.920568611111111,-0.605956622222222,0.28670595,0.205424322222222,0.0788159125,5.426411,3.21255622222222,2.1111145875,-117.851481,33.793678,1300,501,10,660,29,43573,59459,59459,59,76,87,18,29744,0.803962460896767
"Chestnut Hill College",342,25,64,518,232,10335,5015,700,850,71,71,8.3,29,7729,73,0,1,0,0,1,1450.66666666667,42.2334944444444,42.7593511111111,-0.525857566666667,7.29956988888889,19.1560088888889,-11.85644,35.5098144444444,19.48656,16.0232533333333,1.77936055555556,6.82581133333333,-5.04645077777778,0.144748611111111,0.308692155555556,-0.163943533333333,0.346777225,0.0573112777777778,0.288561025,2.80552366666667,2.77746988888889,0.0280535888888889,-75.228847,40.087048,432,231,0,520,23,31170,44378,44378,27,42,98,41,3776,0.742690058479532
"Claremont McKenna College",1860,71,93,887,1,17000,6010,500,850,99,99,9.6,52,18443,87,0,1,0,1,0,1290.77777777778,44.3355888888889,52.4858511111111,-8.15026133333333,11.0447961111111,18.6902144444444,-7.64541833333333,3.74724655555556,13.8358366666667,-10.0885883333333,11.0476566666667,4.63447088888889,6.41318477777778,0.0782537777777778,0.920568611111111,-0.842314866666667,0.124533775,0.205424322222222,-0.08335625,5.845825,3.21255622222222,2.530528625,-117.706593,34.102323,289,36,0,760,33,45625,62010,62010,84,93,53,11,456319,0.412365591397849
"Clarkson University",2174,35,68,2332,53,15960,5580,700,1300,95,95,15.8,32,11659,77,0,1,0,1,0,3004,83.4165555555556,52.4858511111111,30.9307077777778,4.21544822222222,18.6902144444444,-14.4747666666667,2.47667466666667,13.8358366666667,-11.3591622222222,3.30111644444444,4.63447088888889,-1.33335452222222,0.311131988888889,0.920568611111111,-0.609436633333333,0.0159788125,0.205424322222222,-0.1919112125,2.204524375,3.21255622222222,-1.1107719625,-74.999947,44.663761,639,153,26,665,28,40540,57514,57514,61,73,100,29,47891,0.898344066237351
"Coe College",1006,29,60,1127,205,13925,4390,500,2200,73,86,12.7,32,10141,67,0,1,0,1,0,1325.77777777778,77.7595388888889,52.4858511111111,25.2736888888889,5.71607311111111,18.6902144444444,-12.9741411111111,4.67732677777778,13.8358366666667,-9.15851011111111,2.30146033333333,4.63447088888889,-2.33301066666667,0.243765644444444,0.920568611111111,-0.676802977777778,0.1033318375,0.205424322222222,-0.1045581875,3.04015844444444,3.21255622222222,-0.172397844444444,-91.657535,41.986383,288,10,0,670,28,35730,47260,47260,61,67,100,33,61730,0.737574552683897
"Coker College",604,15,47,690,222,9888,4502,400,1000,64,77,12.1,39,8741,75,0,1,1,0,0,1103.88888888889,52.7881155555556,52.3234988888889,0.464617522222222,2.48567911111111,8.53711988888889,-6.05144066666667,36.8272288888889,29.6172666666667,7.20996455555556,0.232269655555556,2.41144155555556,-2.17917177777778,0.682898066666667,1.09177884444444,-0.4088808,0.1245991125,0.0873850777777778,0.0325222,2.3631911875,2.51644055555556,-0.2433476,-80.067713,34.37709,231,0,0,530,22,24579,34689,34689,39,43,100,59,22100,0.748344370860927
"Colby College",2848,58,84,1720,35,18930,5590,500,1000,83,94,10.2,41,15954,91,0,1,0,1,0,1851.22222222222,61.02888,52.4858511111111,8.54303,5.49449733333333,18.6902144444444,-13.1957166666667,3.21373366666667,13.8358366666667,-10.6221012222222,6.18351055555556,4.63447088888889,1.54903946666667,0.232842511111111,0.920568611111111,-0.687726133333333,0.0802771,0.205424322222222,-0.127612925,4.11355825,3.21255622222222,0.7982616125,-69.66337,44.564211,510,0,0,720,32,45760,59110,59110,89,93,47,12,332477,0.46313202247191
"Colgate University",4856,46,75,2649,25,19510,5565,500,750,95,98,10.5,45,15494,93,0,1,0,1,0,2859.66666666667,68.6427022222222,52.4858511111111,16.1568522222222,8.036705,18.6902144444444,-10.6535088888889,4.55684666666667,13.8358366666667,-9.27898944444444,3.80835044444444,4.63447088888889,-0.826120422222222,0.264639755555556,0.920568611111111,-0.655928933333333,0.0868813,0.205424322222222,-0.1210087375,3.375314125,3.21255622222222,0.0600175125,-75.535,42.8188,685,7,0,740,32,46380,60050,60050,87,91,41,12,264911,0.513179571663921
"College of Saint Benedict",938,29,62,1715,103,12247,4221,500,600,70,88,13.1,26,8847,72,0,1,0,1,0,2028,82.0001533333333,52.4858511111111,29.5143033333333,4.55053533333333,18.6902144444444,-14.1396788888889,1.93672347777778,13.8358366666667,-11.8991133333333,5.23310388888889,4.63447088888889,0.598632888888889,0.634255044444444,0.920568611111111,-0.2863136,0.0949430375,0.205424322222222,-0.112947025,0.348561544444444,3.21255622222222,-2.86399477777778,-94.31902,45.558609,504,0,0,608,28,37926,49970,49970,75,82,100,29,24444,0.921108742004264
"Colorado College",3207,56,87,1892,7,17142,4190,450,1200,85,97,11.3,51,14664,84,0,1,0,1,0,2036.55555555556,70.2836944444444,52.4858511111111,17.7978466666667,8.14030588888889,18.6902144444444,-10.5499078888889,2.05501044444444,13.8358366666667,-11.7808244444444,4.59473188888889,4.63447088888889,-0.0397390333333333,0.491400633333333,0.920568611111111,-0.429168011111111,0.0181811,0.205424322222222,-0.1897089125,7.4230215,3.21255622222222,4.107724875,-104.82422,38.84657,522,29,0,720,32,44222,57400,57400,79,87,53,10,317840,0.491736825693795
"Columbia College",737,21,67,968,237,10425,3975,500,1500,61,77,14.7,34,8693,76,0,1,0.5,0,0.5,8032.44444444444,52.739845,68.6168355555556,-15.8769926666667,5.57051505555556,5.57783544444444,-0.00732038888888887,30.1035294444444,19.1575172222222,10.9460111111111,1.25248176666667,1.77865777777778,-0.526175961111111,0.782729494444444,0.400372488888889,0.382356983333333,0.25340214375,0.108006922222222,0.1410532375,2.27334184117647,2.51221727777778,-0.284375223529412,-86.6639565,36.510411,1472,196.5,0,560,24,16957.5,30574.5,30574.5,29,41,91,60.5,13250.5,0.833107191316147
"Converse College",440,35,70,643,80,12050,3700,500,900,63,76,10.2,31,10965,75,0,1,1,0,0,772.777777777778,61.8384177777778,62.5257388888889,-0.687320311111111,4.335405,7.58194911111111,-3.24654422222222,10.2156125555556,22.40484,-12.1892268888889,0.650390688888889,1.96114777777778,-1.31075683333333,0.200879855555556,0.441256155555556,-0.240376288888889,0.5829529,0.0694859222222222,0.5160923125,2.824015125,2.29345655555556,0.4693511625,-81.918829,34.956232,158,156,0,570,26,29124,42094,42094,55,62,98,44,52827,0.925
"Cornell College",1538,33,68,1140,10,15248,4323,550,800,71,76,12.2,31,10340,64,0,1,0,1,0,1098.33333333333,68.8570755555556,52.4858511111111,16.3712255555556,9.71238366666667,18.6902144444444,-8.977831,4.88704088888889,13.8358366666667,-8.94879488888889,3.10338822222222,4.63447088888889,-1.53108266666667,0.911628577777778,0.920568611111111,-0.00894005555555555,0.1241771625,0.205424322222222,-0.0837128625,2.47511235,3.21255622222222,-0.8401840625,-91.425435,41.925982,275,0,0,650,29,36430,48905,48905,64,68,96,37,52507,0.864109232769831
"Creighton University",2967,30,60,3450,644,10628,4372,650,2055,85,90,6.5,32,22906,85,0,1,0,1,0,4071.77777777778,73.53948,52.4858511111111,21.0536322222222,6.59470133333333,18.6902144444444,-12.0955133333333,2.79554611111111,13.8358366666667,-11.0402902222222,9.538281,4.63447088888889,4.90381,0.602772366666667,0.920568611111111,-0.317796222222222,0.364912125,0.205424322222222,0.1570221,3.820894875,3.21255622222222,0.505598525,-95.947029,41.265325,1011,373,6,660,30,34330,48058,48058,67,76,100,19,41179,0.955847657566566
"Culver-Stockton College",1576,24,55,992,112,8000,3700,400,500,51,52,14.1,28,5807,51,0,1,1,0,0,856,76.9394433333333,75.6019533333333,1.33748978888889,4.38775577777778,4.82726655555556,-0.439510411111111,11.4892211111111,12.9349011111111,-1.44568248888889,0.448945855555556,2.37382866666667,-1.92488291111111,0.526605122222222,0.270133166666667,0.256472,0.415176825,0.0897466333333333,0.323903,1.6863840125,2.50413244444444,-0.9168722125,-91.526682,40.130064,124,0,0,540,23,23300,34952,34952,38,45,100,57,28545,0.704314720812183
"D'Youville College",866,18,47,1074,336,8920,4310,680,1320,68,68,14.6,42,6898,46,0,1,1,0,0,1800.77777777778,71.1697944444444,73.9193822222222,-2.74958722222222,4.292125,5.91024611111111,-1.618121,9.35311177777778,11.7852066666667,-2.43209636666667,2.90202877777778,3.39674222222222,-0.494713588888889,0.731767333333333,0.479884855555556,0.251882488888889,0.0144719375,0.0397206222222222,-0.02098315,1.6208890125,2.42490111111111,-0.8950044125,-78.890369,42.902263,402,299,7,560,25,22850,37570,37570,19,41,100,38,12120,0.714780600461894
"Dartmouth College",8587,87,99,3918,32,19545,6070,550,1100,95,99,4.7,49,29619,98,0,1,0,1,0,4169.55555555556,49.2761111111111,52.4858511111111,-3.20973762222222,8.41320644444444,18.6902144444444,-10.277008,7.212649,13.8358366666667,-6.623187,14.5991322222222,4.63447088888889,9.96466133333333,2.53308311111111,0.920568611111111,1.61251441111111,0.17528185,0.205424322222222,-0.0326081875,4.43845825,3.21255622222222,1.1231616625,-72.289951,43.70408,1058,643,91,780,34,46752,63279,63279,87,95,61,12,581104,0.264702457202748
"Davidson College",2373,77,96,1601,6,17295,5070,600,1011,95,97,12,46,17581,94,0,1,0,1,0,1769.55555555556,69.7812155555556,52.4858511111111,17.2953633333333,6.23624044444444,18.6902144444444,-12.4539733333333,6.83032444444444,13.8358366666667,-7.00551122222222,4.96920133333333,4.63447088888889,0.334730355555556,0.570913111111111,0.920568611111111,-0.349655522222222,0.0282822875,0.205424322222222,-0.17960775,3.01192543333333,3.21255622222222,-0.200630922222222,-80.845236,35.500006,461,0,0,710,33,42849,57458,57458,90,92,62,13,292976,0.402865571007164
"DePauw University",1994,50,80,1983,36,14300,5020,550,950,78,94,11.1,31,11525,82,0,1,0,1,0,2260.88888888889,70.2707688888889,52.4858511111111,17.7849188888889,4.17131377777778,18.6902144444444,-14.5189,6.10409788888889,13.8358366666667,-7.73173788888889,3.251183,4.63447088888889,-1.38328804444444,0.272091066666667,0.920568611111111,-0.6484776,0,0.205424322222222,-0.2078900375,4.90119544444444,3.21255622222222,1.68863935555556,-86.863556,39.63953,600,0,0,680,29,40640,53290,53290,74,79,98,21,232634,0.83049147442327
"Defiance College",571,10,26,645,283,10850,3670,400,1159,58,60,12.8,19,7505,56,0,1,0,0,1,806.777777777778,79.9139588888889,70.9008744444444,9.01308244444444,5.54591433333333,5.175362,0.370552311111111,10.0836647777778,16.0568555555556,-5.97319133333333,0.692057811111111,2.97248822222222,-2.28043022222222,1.00736478888889,0.306047277777778,0.701317666666667,0,0.0368898111111111,-0.037924175,1.15016094444444,3.01290422222222,-1.86274351111111,-84.356596,41.300336,165,24,0,550,23,28690,41700,41700,38,46,100,49,13467,0.807355516637478
"Denison University",2762,32,60,1835,14,16900,4720,500,600,88,97,11.6,45,12423,81,0,1,0,1,0,2268.77777777778,70.20421,52.4858511111111,17.7183588888889,7.59612188888889,18.6902144444444,-11.0940914444444,6.50838233333333,13.8358366666667,-7.32745377777778,3.33267822222222,4.63447088888889,-1.30179281111111,0.122820333333333,0.920568611111111,-0.797748333333333,0.06057465,0.205424322222222,-0.147315375,3.642652625,3.21255622222222,0.3273562125,-82.520625,40.072582,544,0,0,670,31,43910,56520,56520,78,81,100,19,305000,0.825126719768284
"Dickinson College",3014,31,68,1889,62,18700,5000,595,1250,87,94,11.2,39,13861,87,0,1,0,1,0,2350.33333333333,73.9939811111111,52.4858511111111,21.5081322222222,6.24472566666667,18.6902144444444,-12.4454888888889,4.02303922222222,13.8358366666667,-9.812796,3.07184422222222,4.63447088888889,-1.56262687777778,0.122841088888889,0.920568611111111,-0.797727566666667,0.047808,0.205424322222222,-0.1600820125,2.785621175,3.21255622222222,-0.5296752875,-77.197854,40.202796,526,0,0,690,31,46094,60183,60183,83,86,72,11,142411,0.842402123424021
"Dillard University",1998,41,88,1539,45,6700,3650,500,2307,52,52,14.1,12,7566,61,0,1,1,0,0,1208.11111111111,0.486337777777778,52.2350577777778,-51.7487222222222,0.527155733333333,5.73098355555556,-5.20382788888889,92.2129155555556,35.65443,56.5584833333333,0.0911565333333333,2.16855522222222,-2.07739877777778,0.103557255555556,0.679798166666667,-0.5762409,0.088546375,0.0368099222222222,0.0519443375,0.464776777777778,1.87062688888889,-1.40584988888889,-90.065348,29.996468,147,0,0,480,20,16094,30358,30358,5,46,99,80,44901,0.688688688688689
"Dominican College of Blauvelt",360,4,19,756,863,8310,5500,600,1800,43,43,12.7,5,5480,54,0,1,1,0,0,1553.11111111111,35.8847177777778,44.75776,-8.87304177777778,25.9168666666667,19.8186755555556,6.09819388888889,16.2225211111111,16.6508822222222,-0.428360177777778,7.84505555555556,6.79564544444444,1.04941022222222,0.1177541,0.292457266666667,-0.1747032,0.2413045375,0.0539481,0.1861180125,2.4543760125,2.83562244444444,-0.4820688625,-73.95234,41.054111,359,75,0,480,23,24790,39890,39890,21,36,99,50,657,0.913888888888889
"Dordt College",604,25,50,1048,56,9800,2650,450,2800,61,60,12.5,17,7325,87,0,1,1,0,0,1343.77777777778,81.65967,78.07897,3.58070066666667,1.44308241111111,8.70159266666667,-7.25851022222222,1.41552504444444,4.62069744444444,-3.20517266666667,0.676503144444444,2.32902644444444,-1.65252322222222,0.149538822222222,1.28515411111111,-1.13561534444444,2.8465652625,0.0916038666666667,2.762961275,0.2294239,2.26630244444444,-2.073438625,-96.166319,43.08396,289,6,0,630,28,26540,38800,38800,54,62,100,34,20267,0.93046357615894
"Drake University",2799,34,65,3322,726,13420,4770,560,1675,88,93,15,24,9473,77,0,1,0,1,0,3300.66666666667,78.9752133333333,52.4858511111111,26.4893644444444,3.293419,18.6902144444444,-15.3967944444444,3.56302477777778,13.8358366666667,-10.2728122222222,3.49229388888889,4.63447088888889,-1.14217705555556,0.148186133333333,0.920568611111111,-0.772382522222222,0.055873825,0.205424322222222,-0.1520161875,1.85376925,3.21255622222222,-1.461527075,-93.654062,41.60381,803,400,8,680,30,30889,44349,44349,61,70,99,16,36792,0.919256877456234
"Drew University",2153,56,84,1192,87,18432,5616,520,660,93,97,10.2,28,14907,83,0,1,0,1,0,1513.66666666667,56.1094911111111,52.4858511111111,3.62364111111111,12.4857303333333,18.6902144444444,-6.20448566666667,9.29088211111111,13.8358366666667,-4.544954,5.25184144444444,4.63447088888889,0.617370655555556,0.107115,0.920568611111111,-0.813453633333333,0.0359921,0.205424322222222,-0.171897925,3.03386166666667,3.21255622222222,-0.178694633333333,-74.425825,40.757026,380,94,30,610,27,44068,59362,59362,65,69,97,31,78215,0.733859730608453
"Duke University",13789,90,98,6188,53,18590,5950,625,1162,95,96,5,44,27206,97,0,1,0,1,0,6498.77777777778,46.5355144444444,52.4858511111111,-5.95033555555556,7.07824744444444,18.6902144444444,-11.6119675555556,9.80594644444444,13.8358366666667,-4.02988911111111,21.2783588888889,4.63447088888889,16.6438877777778,0.5724666,0.920568611111111,-0.348102066666667,0.0710195875,0.205424322222222,-0.1368704,1.818311125,3.21255622222222,-1.4969855,-78.94226,36.00159,1801,1998,465,790,34,45376,61748,61748,87,94,64,14,364661,0.282326492131409
"Earlham College",1358,35,63,1028,13,15036,4056,600,600,90,94,10.6,46,14634,78,0,1,0,1,0,1025.33333333333,53.6185888888889,52.4858511111111,1.13273916666667,5.40977111111111,18.6902144444444,-13.2804422222222,10.3465661111111,13.8358366666667,-3.4892696,3.94288033333333,4.63447088888889,-0.691590488888889,0.7244886,0.920568611111111,-0.196080055555556,0.1243072,0.205424322222222,-0.083582825,0.6534417875,3.21255622222222,-2.66185475,-84.911464,39.822278,218,37,0,640,31,41450,52710,52710,59,71,97,34,305019,0.74079528718704
"East Texas Baptist University",379,10,36,1050,151,4950,2780,530,1500,62,62,15.7,7,5619,38,0,1,1,0,0,1173.88888888889,66.4954655555556,53.1950955555556,13.3003677777778,9.10742055555555,12.8369677777778,-3.72954566666667,18.8182977777778,26.642,-7.823702,0.501212611111111,0.970881955555556,-0.469669411111111,0.763766977777778,0.884638711111111,-0.120871755555556,0.1683328,0.108058911111111,0.0629934,2.7325135375,1.91058688888889,0.7561314375,-94.374337,32.554545,184,32,0,530,22,22590,32160,32160,24,33,100,55,61745,0.899736147757256
"Eastern Nazarene College",516,17,40,1238,30,8770,3500,450,700,58,58,17.3,17,6430,70,0,1,1,0,0,950.777777777778,54.0653855555556,67.0115477777778,-12.9461627777778,10.6905283333333,11.8030088888889,-1.11248085555556,18.5596933333333,7.42224166666667,11.1374505555556,2.18793488888889,5.37855988888889,-3.19062511111111,0.458497566666667,0.277487311111111,0.181010311111111,0.33287865,0.0533103666666667,0.28179895,3.765327625,3.14041322222222,0.5110409875,-71.011238,42.271214,162,65,0,530,24,27922,38522,38522,41,58,100,47,10706,0.792635658914729
"Eckerd College",1422,33,65,1363,23,15360,4080,600,1000,82,89,12.8,26,15003,59,0,1,0,1,0,2191.55555555556,76.433,52.4858511111111,23.94715,7.46665622222222,18.6902144444444,-11.22356,5.87822566666667,13.8358366666667,-7.95761055555556,1.65310622222222,4.63447088888889,-2.98136477777778,0.443653077777778,0.920568611111111,-0.476915566666667,0.1685963125,0.205424322222222,-0.0392937,2.833418375,3.21255622222222,-0.4818778375,-82.685992,27.718996,522,0,0,610,28,37362,51796,51796,59,66,97,19,20145,0.779887482419128
"Elizabethtown College",2417,36,70,1476,299,14190,4400,500,750,65,68,12.8,25,9815,81,0,1,0,1,0,1931,87.2427922222222,52.4858511111111,34.7569422222222,3.14657388888889,18.6902144444444,-15.5436411111111,3.18008844444444,13.8358366666667,-10.6557475555556,2.12443466666667,4.63447088888889,-2.51003622222222,0.321043711111111,0.920568611111111,-0.599524922222222,0.1118443,0.205424322222222,-0.09604575,1.21429524444444,3.21255622222222,-1.998261,-76.594175,40.150372,440,23,0,620,28,38200,49650,49650,71,77,99,23,28884,0.762515515101365
"Elmira College",1457,27,50,1109,502,14990,4980,450,550,77,98,21.5,21,7502,64,0,1,1,0,0,1244.22222222222,75.2837144444444,77.8898777777778,-2.606163,2.88566577777778,5.84783088888889,-2.96216522222222,3.677301,7.75575311111111,-4.07845211111111,1.50134516666667,4.19278755555556,-2.691442,0.385426366666667,0.310635866666667,0.0747905,0,0.0325635333333333,-0.0250088875,1.898159125,2.28076666666667,-0.484285725,-76.811333,42.092724,275,73,0,580,27,38150,50800,50800,60,63,99,33,25291,0.717227179135209
"Emory & Henry College",765,30,60,809,32,8578,4408,700,1600,79,88,13.9,51,8061,82,0,1,0,0,1,965.833333333333,76.9406383333333,71.0493066666667,5.89132783333333,2.9840115,6.600804,-3.61679233333333,9.89115133333333,15.3908433333333,-5.49969283333333,0.679198816666667,1.9608595,-1.28166078333333,0.54971875,0.40562845,0.1440903,0.0839367833333333,0.0585353166666667,0.0254014666666667,2.2626525,2.3178845,-0.0552318666666667,-81.831737,36.772543,165,23,0,560,25,28966,41866,41866,33,48,100,40,95410,0.844444444444444
"Emory University",8506,76,97,5544,192,17600,6000,600,870,97,98,5,28,28457,96,0,1,0,1,0,7175.55555555556,41.8102244444444,52.4858511111111,-10.6756254444444,6.44490855555556,18.6902144444444,-12.2453044444444,9.46469966666667,13.8358366666667,-4.37113588888889,21.3244922222222,4.63447088888889,16.6900177777778,0.199751044444444,0.920568611111111,-0.720817588888889,0.0311873625,0.205424322222222,-0.176702625,2.571826975,3.21255622222222,-0.74346945,-84.325782,33.798836,1755,1342,227,750,32,44008,59908,59908,84,91,53,19,382343,0.490007053844345
"Erskine College",659,47,74,532,35,10485,3840,475,1246,76,80,13.5,47,7527,67,0,1,1,0,0,581.833333333333,63.6194133333333,55.0198183333333,8.599596,3.286849,8.87737116666667,-5.5905225,10.309631,27.464165,-17.1545333333333,1.2271888,2.9106105,-1.6834215,0.56243165,0.3676004,0.194831283333333,0.3641593,0.0526413,0.311518,0,2.38969416666667,-2.38969416666667,-82.390797,34.330674,121,13,5,560,24,31580,47610,47610,52,56,100,45,60083,0.845220030349014
"Eureka College",560,36,56,484,16,10955,3450,330,670,62,87,10.6,31,9552,53,0,1,1,0,0,688.111111111111,85.3855966666667,50.6623622222222,34.7232333333333,2.59294422222222,18.8752755555556,-16.2823311111111,4.56998033333333,16.0778877777778,-11.5079082222222,0.695245644444444,4.05321277777778,-3.35796722222222,0.352797066666667,0.232712033333333,0.120085055555556,0.182095525,0.0348325222222222,0.1466926625,2.36130271111111,2.35566188888889,0.0056409777777778,-89.268952,40.713042,179,0,0,650,26,20060,30900,30900,43,61,100,43,22303,0.810714285714286
"Ferrum College",1339,12,36,1051,82,9400,4200,500,1600,53,58,12.5,9,7967,22,0,1,1,0,0,1399.88888888889,50.35994,61.34293,-10.9829885555556,4.27485477777778,7.92468433333333,-3.64982966666667,32.4992044444444,21.4696944444444,11.0295117777778,0.472894122222222,2.62367,-2.15077588888889,0.506472888888889,0.882701644444444,-0.376228777777778,0.165660925,0.0772841777777778,0.0848449375,5.08675,2.57231977777778,2.51443033333333,-80.020864,36.926648,217,0,0,490,20,28585,40627,40627,20,32,100,63,30190,0.826736370425691
"Florida Institute of Technology",1947,39,74,1863,233,13900,4140,750,1500,90,90,10.6,7,8923,57,0,1,0,1,0,3881.77777777778,46.1457566666667,52.4858511111111,-6.34009214444444,6.79977566666667,18.6902144444444,-11.8904374444444,9.07003477777778,13.8358366666667,-4.76580177777778,2.20492922222222,4.63447088888889,-2.42954155555556,0.386487755555556,0.920568611111111,-0.5340809,0.296813425,0.205424322222222,0.0889234125,1.8564518625,3.21255622222222,-1.458844475,-80.624628,28.064503,533,917,23,650,28,36020,52690,52690,39,54,95,21,11992,0.81150487930149
